"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1531319573114388480","https://twitter.com/daveyscience/status/1531319573114388480","Do you know which data science project you'll have no problem finding the motivation to finish?

The one you're being paid an annual salary to finish.

Get a job. Watch your skills skyrocket.","2022-05-30 17:00 +0000","71.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1531126819914715136","https://twitter.com/daveyscience/status/1531126819914715136","@ykdojo beyond that, a good break means you are recharging. unlikely to accomplish that by continuing to stare at your computer.","2022-05-30 04:14 +0000","57.0","1.0","0.017543859649122806","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1531017549898567681","https://twitter.com/daveyscience/status/1531017549898567681","Day 18 | #100DaysOfCode

Setup my environment and did some initial EDA for the Kaggle competition.","2022-05-29 21:00 +0000","240.0","13.0","0.05416666666666667","3.0","0.0","6.0","0.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1530987351446544384","https://twitter.com/daveyscience/status/1530987351446544384","If you're worried about the automation of data science, prioritize the following skills:

- Problem scoping
- Data prep and clean
- Model documentation
- Stakeholder engagement
- Interpretability &amp; actionability

Soft skills and dirty work will never go out of style.","2022-05-29 19:00 +0000","67.0","3.0","0.04477611940298507","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1530969100461170688","https://twitter.com/daveyscience/status/1530969100461170688","Learn data science for free on YouTube:

- Sentdex 
- StatQuest
- Corey Shafer
- freeCodeCamp
- Data Science Dojo

Fast, targeted, practical way to learn.

YouTube &gt; Paid Courses","2022-05-29 17:47 +0000","77.0","12.0","0.15584415584415584","0.0","0.0","1.0","1.0","0.0","0.0","10.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1530624972737110016","https://twitter.com/daveyscience/status/1530624972737110016","I have inconsistent takes on the value of courses and tutorials for learning Python and JavaScript.

It's because my opinion is not fully formed.

What's your opinion?","2022-05-28 19:00 +0000","66.0","3.0","0.045454545454545456","0.0","0.0","2.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1530600706700464134","https://twitter.com/daveyscience/status/1530600706700464134","Day 17 | #100DaysOfCode 

Entered a Kaggle competition hosted by American Express to predict probability of default with consumer credit card data.","2022-05-28 17:23 +0000","252.0","13.0","0.051587301587301584","5.0","0.0","6.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1530594778525712384","https://twitter.com/daveyscience/status/1530594778525712384","If you want to break into data science, there's a hard way and an easy way.

Hard - apply to an expensive, multi-year graduate program

Easy - use free resources online, build 1-2 in-depth projects, and share your work on GitHub, Medium, and Twitter

Which way sounds more fun?","2022-05-28 17:00 +0000","93.0","3.0","0.03225806451612903","1.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1530507479133585408","https://twitter.com/daveyscience/status/1530507479133585408","@oliverjumpertz that’s great, gonna look into it","2022-05-28 11:13 +0000","14.0","1.0","0.07142857142857142","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1530384718994329603","https://twitter.com/daveyscience/status/1530384718994329603","@oliverjumpertz what would your pick between the three be for a data scientist who’s strong in python and learning/competent in JS?","2022-05-28 03:05 +0000","255.0","7.0","0.027450980392156862","1.0","1.0","1.0","1.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1530276950803193864","https://twitter.com/daveyscience/status/1530276950803193864","Day 16 | #100DaysOfCode 

Started databricks machine learning practitioner track. Will be using dbricks at work and independently.","2022-05-27 19:57 +0000","217.0","13.0","0.059907834101382486","4.0","0.0","5.0","0.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1530262588185104384","https://twitter.com/daveyscience/status/1530262588185104384","Popular Machine Learning Project Ideas

- Image Classification (Computer Vision)
- Sentiment Analysis (NLP)
- Fraud or Cancer Detection (Classification w/ Imbalance)
- Stock or Home Price Prediction (Decision Tree/Regression)

Wide range of free knowledge available in tutorials!","2022-05-27 19:00 +0000","73.0","4.0","0.0547945205479452","0.0","0.0","2.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1530232400369881092","https://twitter.com/daveyscience/status/1530232400369881092","The impossible task of breaking into data science is a myth told by gatekeepers. The following curriculum could land you a job:

- Stat101
- DSA in Python
- Intro to pandas, scikit-learn, and pytorch
- 1 or 2 in-depth projects

Easily accomplished in 6-12 months. Start now.","2022-05-27 17:00 +0000","178.0","5.0","0.028089887640449437","1.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1530192252319977475","https://twitter.com/daveyscience/status/1530192252319977475","Developing a consistent writing habit creates a positive flywheel.

As an example:

In order to tweet consistently, I need to be consistently engaged in learning and building in data science and web dev.","2022-05-27 14:20 +0000","50.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529900199509995537","https://twitter.com/daveyscience/status/1529900199509995537","Taking 1 course and starting a project &gt; Taking 10 courses

#100DaysOfCode","2022-05-26 19:00 +0000","48.0","3.0","0.0625","0.0","0.0","2.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529870029600215041","https://twitter.com/daveyscience/status/1529870029600215041","It may not be as flashy as building a model using sci-kit learn, but it's an essential tool for success in a collaborative environment.

If you enjoyed this thread, consider giving it a RT to help erase the stigma around Excel!

https://t.co/StjcxbxAPn","2022-05-26 17:00 +0000","54.0","1.0","0.018518518518518517","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529870027477876736","https://twitter.com/daveyscience/status/1529870027477876736","3. Usability

Excel workbooks are dynamic, flexible, and efficient. Excel can’t compete with other BI tools if you want to quickly spin up a cool visualization, but good luck convincing your Sales or Marketing colleagues that they can build their models from a Tableau datasource.","2022-05-26 17:00 +0000","50.0","1.0","0.02","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529870025343000576","https://twitter.com/daveyscience/status/1529870025343000576","2. Excel’s row limit

An Excel sheet can only store 1 million rows, but did you know that you can use orders of magnitude more by simply connecting a datasource to Excel’s data model? Anything that pandas can read into your Jupyter notebook, Excel can read into its data model.","2022-05-26 17:00 +0000","24.0","4.0","0.16666666666666666","0.0","1.0","1.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529870023145168897","https://twitter.com/daveyscience/status/1529870023145168897","1. Stakeholder engagement

Those same folks you scoff at? They also have power that will determine your project's success. The most important step in getting support for a ML project is to ground your stakeholders in a simple set of KPIs delivered through an Excel workbook.","2022-05-26 17:00 +0000","24.0","1.0","0.041666666666666664","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529870020632793088","https://twitter.com/daveyscience/status/1529870020632793088","Tech culture looks down on Excel as an analytics tool.

It’s the favored tool of boomers, so why should someone on the cutting edge of data be subjected to learning such a novice skill?

Let me give you 3 reasons why you need to keep your Excel skills sharp.

--THREAD--","2022-05-26 17:00 +0000","116.0","6.0","0.05172413793103448","1.0","1.0","0.0","4.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529768745677246464","https://twitter.com/daveyscience/status/1529768745677246464","@ykdojo The number and variety of roles that require coding competency continue increasing, and they're all exciting!","2022-05-26 10:17 +0000","52.0","4.0","0.07692307692307693","0.0","0.0","2.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529766603696525312","https://twitter.com/daveyscience/status/1529766603696525312","@ykdojo If not patience, then consistency!","2022-05-26 10:09 +0000","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529650573812846592","https://twitter.com/daveyscience/status/1529650573812846592","@thejustinwelsh As an added bonus, I find you tend to naturally make progress with your weaknesses as your strengths get stronger.","2022-05-26 02:28 +0000","15.0","1.0","0.06666666666666667","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529650168664137732","https://twitter.com/daveyscience/status/1529650168664137732","@bhutanisanyam1 What is the biggest challenge when stepping into a professional data science role from a self-taught / independent background?","2022-05-26 02:26 +0000","47.0","2.0","0.0425531914893617","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529649822558474240","https://twitter.com/daveyscience/status/1529649822558474240","@WellPaidGeek Do you code in Python ever? Any opinion on it's utility outside of data science?","2022-05-26 02:25 +0000","117.0","2.0","0.017094017094017096","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529649261905952774","https://twitter.com/daveyscience/status/1529649261905952774","@csaba_kissi scikit-learn! (do DS frameworks count?)","2022-05-26 02:22 +0000","35.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529648933542182912","https://twitter.com/daveyscience/status/1529648933542182912","@gdb Writing tests was always an abstract concept to me when I first started learning.

This DSA course laid out a problem solving template that made it click for me.

https://t.co/GexsUOjANw

Any other recommendations?","2022-05-26 02:21 +0000","132.0","5.0","0.03787878787878788","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529648004323594240","https://twitter.com/daveyscience/status/1529648004323594240","@WellPaidGeek And you're getting paid to learn! Never saw the rush to be a freelancer or solo-/entrepreneur when there's so many really interesting roles in corporate.","2022-05-26 02:17 +0000","63.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529647689696169984","https://twitter.com/daveyscience/status/1529647689696169984","@ykdojo Beyond the benefit of exposure, developing a consistent Twitter habit is creates a really positive flywheel.

Myself as an example:

In order to tweet consistently, I need to be consistently engaged in learning and building in data science and web dev.","2022-05-26 02:16 +0000","454.0","19.0","0.04185022026431718","0.0","1.0","7.0","9.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529647047607042056","https://twitter.com/daveyscience/status/1529647047607042056","@ImSamThompson The common saying I hear is: you can build or you can sell. In the solopreneur space, those two categories seem blended and all-encompassing.","2022-05-26 02:14 +0000","208.0","8.0","0.038461538461538464","0.0","0.0","2.0","2.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529646781897887744","https://twitter.com/daveyscience/status/1529646781897887744","@WellPaidGeek You can start machine learning before you learn Python.

But it'll make a lot more sense if you do it the other way around!","2022-05-26 02:13 +0000","64.0","3.0","0.046875","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529638935059742720","https://twitter.com/daveyscience/status/1529638935059742720","@tunguz nice! i’m going to try it this weekend","2022-05-26 01:41 +0000","83.0","1.0","0.012048192771084338","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529635968558448640","https://twitter.com/daveyscience/status/1529635968558448640","https://t.co/9eQNV2bT7W","2022-05-26 01:30 +0000","42.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529635967241445376","https://twitter.com/daveyscience/status/1529635967241445376","Day 15 | #100DaysOfCode 

Learned about the Gini Coefficient as a model performance metric.

👇","2022-05-26 01:30 +0000","203.0","19.0","0.09359605911330049","5.0","1.0","8.0","0.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529537807487836162","https://twitter.com/daveyscience/status/1529537807487836162","""Saying no is a superpower""

Maybe. 

But if you say no to a night out with friends and you end up watching Netflix, that's not a superpower.","2022-05-25 19:00 +0000","37.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529507625947340801","https://twitter.com/daveyscience/status/1529507625947340801","Essential Skills in Data Science

- Translate a business problem into a data exercise
- Write production-grade data pipelines
- Develop a framework for rapid experimentation
- Design models for interpretability

Master one to become valuable, all four and you're irreplaceable","2022-05-25 17:00 +0000","40.0","2.0","0.05","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529304536497672192","https://twitter.com/daveyscience/status/1529304536497672192","Day 14 | #100DaysOfCode 

Started a new job as a data scientist in fintech. Giving myself credit even though I didn't write any code 🙃","2022-05-25 03:33 +0000","279.0","28.0","0.1003584229390681","6.0","2.0","11.0","2.0","0.0","0.0","7.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529216340220907522","https://twitter.com/daveyscience/status/1529216340220907522","@CoachFHM “They” want you to spend as much time on the app as possible. The fact that dumb content is what gets pushed is a reflection of people being most entertained by stupid shit, not of some malicious conspiracy.","2022-05-24 21:42 +0000","15.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529175424764452869","https://twitter.com/daveyscience/status/1529175424764452869","Things you need to do every day:

Coding
Writing
Exercising
Cooking
Cleaning
Reading

Do them in order for optimal results.","2022-05-24 19:00 +0000","41.0","3.0","0.07317073170731707","0.0","0.0","1.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529174786177376257","https://twitter.com/daveyscience/status/1529174786177376257","@GiftOjeabulu_ @uiux_designers eagerly waiting for the community list!","2022-05-24 18:57 +0000","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529168850582917121","https://twitter.com/daveyscience/status/1529168850582917121","@Prawntastik just opened it","2022-05-24 18:33 +0000","10.0","2.0","0.2","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529145235476996098","https://twitter.com/daveyscience/status/1529145235476996098","Three FREE courses that will take you from 0 to data scientist FAST:

1. Introduction to Python Programming (Udacity)
2. Machine Learning Crash Course (Google)
3. Machine Learning (Coursera)

Perfect jumping off point into any project you want.","2022-05-24 17:00 +0000","136.0","9.0","0.0661764705882353","0.0","1.0","2.0","1.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1529097479911776256","https://twitter.com/daveyscience/status/1529097479911776256","@ykdojo i would love this!","2022-05-24 13:50 +0000","87.0","1.0","0.011494252873563218","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1528912458634743810","https://twitter.com/daveyscience/status/1528912458634743810","Day 13 | #100DaysOfCode 

Traveled, so didn't have time to work on my project.

Solved 2 Codewars (JavaScript) and Stratascratch (SQL) problems instead.","2022-05-24 01:35 +0000","233.0","21.0","0.09012875536480687","9.0","0.0","7.0","0.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1528896631864795137","https://twitter.com/daveyscience/status/1528896631864795137","@ykdojo Agree with the sentiment, but would clarify that I find different activities can be meditative - hiking, sauna, etc.","2022-05-24 00:32 +0000","29.0","4.0","0.13793103448275862","0.0","0.0","1.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1528895512371417089","https://twitter.com/daveyscience/status/1528895512371417089","@eddiejaoude Great advice Eddie. Getting better at #3-4, any feedback on my #1?","2022-05-24 00:27 +0000","13.0","2.0","0.15384615384615385","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1528895035869122560","https://twitter.com/daveyscience/status/1528895035869122560","@eddiejaoude My progress accelerated when I started holding myself to 1 consistent, hyper-focused hour per day and slowly increasing from there.","2022-05-24 00:25 +0000","7.0","1.0","0.14285714285714285","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1528894461241081862","https://twitter.com/daveyscience/status/1528894461241081862","@eddiejaoude I've always felt criticism and doubt is more motivating than encouragement and support.","2022-05-24 00:23 +0000","9.0","1.0","0.1111111111111111","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1528894075750998016","https://twitter.com/daveyscience/status/1528894075750998016","@svpino Love this principle: ""You don't need machine learning until you can prove otherwise."" Beyond the direct benefit of a baseline, this encourages deep exploration and understanding of the problem/data before undergoing an expensive modeling exercise.","2022-05-24 00:22 +0000","486.0","12.0","0.024691358024691357","2.0","0.0","4.0","0.0","0.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1528892434788364289","https://twitter.com/daveyscience/status/1528892434788364289","@WellPaidGeek It takes years of work and persistence to become an ""overnight success"". The thing to remember is, hard work ALWAYS pays off over the long run.","2022-05-24 00:15 +0000","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1528843235027820544","https://twitter.com/daveyscience/status/1528843235027820544","4 Reasons You Need to Learn Python

1. Easy - Beginner friendly, English-like syntax

2. Versatile - anything from full stack development to machine learning

3. Popular - large and growing community and ecosystem

4. In-Demand - 2-3x your salary or start freelancing, you choose","2022-05-23 21:00 +0000","100.0","7.0","0.07","1.0","0.0","2.0","1.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1528813035040677889","https://twitter.com/daveyscience/status/1528813035040677889","Money is important. Really important.

But I've always found success in making it my second priority behind continual learning, and being excited about what I'm learning.","2022-05-23 19:00 +0000","40.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1528782849859538944","https://twitter.com/daveyscience/status/1528782849859538944","“Sometimes it pays to stay in bed on Monday, rather than spending the rest of the week debugging Monday’s code.” – Dan Salomon","2022-05-23 17:00 +0000","41.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1528480835510448131","https://twitter.com/daveyscience/status/1528480835510448131","https://t.co/HrLKAufvdW","2022-05-22 21:00 +0000","37.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1528480833316741120","https://twitter.com/daveyscience/status/1528480833316741120","Struggling to take the first step in contributing to open source? It does not get any easier than the first-contributions repo on GitHub.

Link in the next tweet 👇","2022-05-22 21:00 +0000","54.0","1.0","0.018518518518518517","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
